"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"285910184457535490","","","","","2013-01-01 00:47:54 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","I have no idea what people my age are doing."
"285852063701823489","","","","","2012-12-31 20:56:58 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","http://t.co/rAjc5UMr","http://twitter.com/thompson_caleb/status/285852063701823489/photo/1"
"285819474651799552","285815529653026816","6173562","","","2012-12-31 18:47:28 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@saturnflyer Haha thanks. http://t.co/8fufOD4u","http://twitter.com/thompson_caleb/status/285819474651799552/photo/1"
"285813313953210368","285811754276118528","14114222","","","2012-12-31 18:22:58 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@jayroh @grossberg Naw. If we don't have leggings, we get nylons and boots."
"285811466093883392","285811042884411392","6264782","","","2012-12-31 18:15:38 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@grossberg You're why we have crappy things."
"285810494395281408","285796574213312514","6264782","","","2012-12-31 18:11:46 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@grossberg I really hate how they look."
"285234571140808704","285234370267197440","14231571","","","2012-12-30 04:03:15 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@marcoarment http://t.co/kmwaopXs?","http://store.apple.com/us/configure/MC976LL/A"
"285219845090463745","285219688781344768","6264782","","","2012-12-30 03:04:44 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@grossberg Yeah, I came off the plane that way and my mom insisted on a picture before I could shave."
"285218026914205697","285217603511791617","6264782","","","2012-12-30 02:57:31 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@grossberg @anthonydpaul Actually just got back from Anchorage yesterday. Was relieved that there was not any snow here. :/"
"285217765332234241","285217603511791617","6264782","","","2012-12-30 02:56:29 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@grossberg @anthonydpaul Earlier I went out in a t-shirt barefoot to meet the delivery guy."
"285202522514280448","285202394843869185","6264782","","","2012-12-30 01:55:54 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@grossberg Oh, then you should tell her."
"285202461118066688","285202179478933504","14114222","","","2012-12-30 01:55:40 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@jayroh I always have trouble trusting websites whose urls end in '.php'"
