"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"296745358791438336","296744711119589376","127989749","","","2013-01-30 22:23:01 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@CarolusIV Crap. Now I need to take a week off and do only this."
"296675596862377984","296452208252305408","8000842","","","2013-01-30 17:45:48 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@tpope 4pl?"
"296611610615767040","296433792732762113","28819745","","","2013-01-30 13:31:33 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@sikachu Those are nice, but I'll settle."
"296424452466569216","","","","","2013-01-30 01:07:51 +0000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Never underestimate the importance of having a heated bathroom."
"296385690667732993","","","","","2013-01-29 22:33:49 +0000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Why oh why did we teach the plebes to lock their wifi?"
"296108264406519809","296108149323231232","809685","","","2013-01-29 04:11:26 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@garybernhardt @simple I can identify with that."
"296104575792971776","296095257160990721","1676051","","","2013-01-29 03:56:46 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@seanstickle @Jillfoster Nice location, too. I?m jealous."
"296094805589622785","","","","","2013-01-29 03:17:57 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","I?m catching something. I don?t want it."
"296094211370004481","296061522197745664","5743852","","","2013-01-29 03:15:35 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@qrush I use this in vim constantly: https://t.co/pdvAPY0e","https://github.com/calebthompson/refold/blob/master/refold"
"296094036547207170","296059082048172033","809685","","","2013-01-29 03:14:54 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@garybernhardt @simple But wait, Simple is software. You hate software."
"296076377751445505","296076236562763776","1676051","","","2013-01-29 02:04:43 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@seanstickle Lemme know. thoughtbot/laptop is a script to set up many things, including home-brew."
"296040373686530048","296040244984303616","6264782","","","2013-01-28 23:41:39 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@grossberg Nice. I'm moving via ZipCar tomorrow."
"296040179741884416","296040028822446081","6264782","","","2013-01-28 23:40:53 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@grossberg Well, maybe we'll finally meet up at one of these."
"296038986495971328","296037309512552448","6264782","","","2013-01-28 23:36:09 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@grossberg oh wow. Signed up."
"296029771421319168","","","295991455732867073","14114392","2013-01-28 22:59:32 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @thoughtbot: Only 3 days left on our introductory pricing of Ruby Science, the reference for writing fantastic Rails applications htt ..."
"296029364238295040","295977274518421504","1676051","","","2013-01-28 22:57:55 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@seanstickle but you have to track down a few recipes for things that are built in to OS X if you need a different version."
"296029347553345536","295977274518421504","1676051","","","2013-01-28 22:57:51 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@seanstickle I've been using homebrew since starting at thoughtbot. Seems like the best way to get recent updates,"
"296005369132621826","295972796658503681","28819745","","","2013-01-28 21:22:34 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@sikachu check out lolcats. --animated"
"295869717120434176","295714857611821056","14238213","","","2013-01-28 12:23:32 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@jayunit @travisci @sprintly and fails if any of them fail, while giving the right text for the failure(s)."
"295869571997528064","295714857611821056","14238213","","","2013-01-28 12:22:57 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@jayunit @travisci @sprintly I have been idly thinking that it would be useful to set up a service that reads all of the commit statuses..."
"295696851905150977","295681560831733760","1676051","","","2013-01-28 00:56:37 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@seanstickle Computer programs circa 1877? I'm sceptical."
"295678237743386624","295677904820506626","1676051","","","2013-01-27 23:42:39 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@seanstickle I?m going to steal someone?s vim/tmux integration soon so that I can do _everything_ from vim."
"295678024660185088","295677946704838656","809685","","","2013-01-27 23:41:49 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@garybernhardt Which is also your fault."
"295677659130785795","295677047752228864","809685","","","2013-01-27 23:40:22 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@garybernhardt At least you understand. Most users want to blame _me_ when software fails them. I mean they fail software."
"295677400975548416","295671638752645121","1676051","","","2013-01-27 23:39:20 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@seanstickle I?m finally all-Vim. Never really been drawn to emacs. Probably because I?ve never looked into it."
"295642676127219712","","","","","2013-01-27 21:21:21 +0000","<a href=""http://itunes.apple.com/us/app/ibooks/id364709193?mt=8&uo=4"" rel=""nofollow"">iBooks on iOS</a>","?Agreed, himself said back.? from https://t.co/mldotSSk","https://itun.es/us/TfpWI.l"
"295593806714261504","295039907095789569","224887329","","","2013-01-27 18:07:10 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@gabebw The Past Through Tomorrow. Only read the first story so far, though."
"295591105947369472","295588939576774656","18393773","","","2013-01-27 17:56:26 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@neilhimself It?s also on sale in iTunes. https://t.co/rZW2hWtY","https://itunes.apple.com/us/book/id360642130"
